EEID,Full_Name,Job_Title,Department,Business_Unit,Gender,Ethnicity,Age,Hire_Date,Annual_Salary,Bonus,Country,City,Exit_Date
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,29,28-06-2021,"$71,234 ",0%,United States,Seattle,
E00342,Wesley Doan,Manager,Finance,Corporate,Male,Asian,63,19-04-2004,"$1,22,487 ",8%,China,Shanghai,
E03910,Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,32,03-01-2017,"$1,01,870 ",10%,United States,Phoenix,
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,64,27-06-2020,"$40,316 ",0%,Brazil,Manaus,
E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,08-02-2005,"$1,15,145 ",5%,China,Chongqing,
E00035,Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,Female,Latino,43,13-03-2009,"$62,335 ",0%,Brazil,Manaus,
E01832,Ezra Singh,Analyst,Finance,Manufacturing,Male,Asian,56,10-05-2006,"$41,561 ",0%,United States,Austin,
E01755,Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,Asian,37,24-04-2011,"$1,31,183 ",14%,China,Shanghai,16-03-2016
E00465,Brooklyn Cho,Technical Architect,IT,Manufacturing,Female,Asian,45,08-07-2002,"$92,655 ",0%,China,Chengdu,
E02391,Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,Latino,49,02-04-1996,"$1,57,057 ",12%,United States,Miami,
E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,09-02-2005,"$64,462 ",0%,United States,Chicago,
E00371,Melody Grant,Quality Engineer,Engineering,Corporate,Female,Caucasian,41,07-10-2005,"$79,352 ",0%,United States,Seattle,
E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,27-03-2001,"$1,57,812 ",11%,United States,Miami,
E04369,Santiago f Gray,Quality Engineer,Engineering,Corporate,Male,Caucasian,27,11-09-2018,"$80,745 ",0%,United States,Chicago,
E00592,Josephine Richardson,System Administrator ,IT,Manufacturing,Female,Caucasian,57,18-02-1996,"$75,354 ",0%,United States,Austin,14-12-1996
E03532,Jaxson Santiago,Engineering Manager,Engineering,Research & Development,Male,Latino,56,20-09-2018,"$78,938 ",14%,United States,Phoenix,
E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,59,10-09-2008,"$96,313 ",0%,United States,Austin,
E03310,Dylan Campbell,Director,Engineering,Speciality Products,Male,Caucasian,45,29-11-2010,"$1,53,767 ",27%,United States,Phoenix,
E01883,Olivia Gray,Manager,Marketing,Research & Development,Female,Black,42,19-09-2015,"$1,03,423 ",6%,United States,Columbus,
E01242,Emery Doan,Controls Engineer,Engineering,Corporate,Female,Asian,25,23-06-2021,"$86,464 ",0%,China,Shanghai,
E02535,Caroline Perez,Controls Engineer,Engineering,Corporate,Female,Latino,29,14-01-2018,"$80,516 ",0%,Brazil,Sao Paulo,
E00369,Genesis Woods,Manager,Human Resources,Speciality Products,Female,Black,33,21-08-2013,"$1,05,390 ",6%,United States,Columbus,
E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,06-09-2021,"$83,418 ",0%,China,Shanghai,
E03278,Nevaeh James,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,03-11-2017,"$66,660 ",0%,United States,Austin,
E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,59,10-06-2015,"$1,01,985 ",7%,United States,Miami,
E03055,Austin Rojas,Vice President,Finance,Corporate,Male,Latino,29,05-12-2018,"$1,99,504 ",30%,United States,Austin,
E01943,Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,Latino,52,05-10-2006,"$1,47,966 ",11%,Brazil,Rio de Janerio,23-05-2019
E01388,Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,Asian,58,20-06-2014,"$41,728 ",0%,China,Chongqing,
E00717,Axel Santos,Sr. Analyst,Accounting,Speciality Products,Male,Latino,62,17-02-2011,"$94,422 ",0%,United States,Phoenix,
E04637,Samuel Song,Director,Sales,Corporate,Male,Asian,31,29-06-2015,"$1,91,026 ",16%,United States,Columbus,
E03240,Aiden Silva,Vice President,IT,Research & Development,Male,Latino,42,29-11-2010,"$1,86,725 ",32%,Brazil,Manaus,
E00340,Eliana Allen,Business Partner,Human Resources,Research & Development,Female,Caucasian,56,20-08-2009,"$52,800 ",0%,United States,Phoenix,
E04751,Grayson James,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,05-12-2010,"$1,13,982 ",0%,United States,Seattle,
E04636,Hailey Yee,Account Representative,Sales,Research & Development,Female,Asian,54,16-03-2021,"$56,239 ",0%,China,Chongqing,
E00568,Ian Vargas,Analyst,Sales,Manufacturing,Male,Latino,26,02-03-2021,"$44,732 ",0%,Brazil,Rio de Janerio,
E02938,John Trinh,Director,Marketing,Corporate,Male,Asian,49,26-06-2014,"$1,53,961 ",25%,China,Shanghai,
E00555,Sofia Trinh,Network Architect,IT,Speciality Products,Female,Asian,45,18-12-2006,"$68,337 ",0%,China,Chongqing,
E01111,Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,Asian,45,07-05-2010,"$1,45,093 ",12%,United States,Chicago,
E03149,Layla Collins,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,11-03-2021,"$74,170 ",0%,United States,Austin,
E00952,Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,Caucasian,59,29-03-1996,"$62,605 ",0%,United States,Austin,
E04380,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,13-03-2020,"$1,07,195 ",9%,United States,Austin,
E04095,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,45,11-01-2018,"$1,27,422 ",15%,United States,Columbus,
E04994,Bella Holmes,Director,Accounting,Research & Development,Female,Caucasian,35,26-06-2017,"$1,61,269 ",27%,United States,Miami,
E00447,Hailey Sanchez,Vice President,Marketing,Corporate,Female,Latino,32,05-02-2014,"$2,03,445 ",34%,Brazil,Manaus,
E00089,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,Asian,37,17-01-2011,"$1,31,353 ",11%,China,Shanghai,
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,16-03-2010,"$88,182 ",0%,China,Chengdu,
E03595,Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,26-08-2019,"$75,780 ",0%,United States,Seattle,
E03611,Alice Mehta,Analyst II,Sales,Research & Development,Female,Asian,45,02-04-2019,"$52,621 ",0%,China,Beijing,
E04464,Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,Asian,60,15-02-2018,"$1,06,079 ",14%,United States,Austin,09-04-2021
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,11-02-2017,"$92,058 ",0%,United States,Austin,
E01684,Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,Asian,64,03-03-2019,"$67,114 ",0%,United States,Phoenix,
E02968,Caroline Santos,Analyst II,Finance,Research & Development,Female,Latino,25,12-07-2020,"$56,565 ",0%,Brazil,Sao Paulo,
E03362,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,20-05-2011,"$64,937 ",0%,United States,Phoenix,
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,07-09-2006,"$1,27,626 ",10%,United States,Miami,
E02217,William Phillips,Network Architect,IT,Corporate,Male,Black,61,27-01-2004,"$88,478 ",0%,United States,Austin,
E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,20-04-2014,"$91,679 ",7%,China,Chongqing,
E01967,John Dang,Director,Sales,Corporate,Male,Asian,58,19-03-1992,"$1,99,848 ",16%,China,Chongqing,
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,34,10-11-2018,"$61,944 ",0%,China,Shanghai,
E03795,Hazel Young,Sr. Manger,Sales,Speciality Products,Female,Black,30,13-08-2017,"$1,54,624 ",15%,United States,Austin,
E00508,Thomas Jung,Sr. Analyst,Accounting,Research & Development,Male,Asian,50,23-10-2009,"$79,447 ",0%,China,Shanghai,
E02047,Xavier Perez,Sr. Analyst,Sales,Manufacturing,Male,Latino,51,26-02-1998,"$71,111 ",0%,Brazil,Rio de Janerio,
E01582,Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,Caucasian,53,19-10-2014,"$1,59,538 ",11%,United States,Miami,
E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,47,02-10-2018,"$1,11,404 ",0%,Brazil,Rio de Janerio,
E04872,Isaac Stewart,Director,Marketing,Speciality Products,Male,Caucasian,25,15-08-2020,"$1,72,007 ",26%,United States,Miami,
E03159,Claire Romero,Vice President,Marketing,Manufacturing,Female,Latino,37,21-07-2011,"$2,19,474 ",36%,Brazil,Manaus,
E01337,Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,41,15-05-2019,"$1,74,415 ",23%,United States,Miami,
E00102,Riley Rojas,Network Architect,IT,Speciality Products,Female,Latino,36,21-01-2021,"$90,333 ",0%,Brazil,Rio de Janerio,
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,21-01-2021,"$67,299 ",0%,United States,Phoenix,
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,23-02-2005,"$45,286 ",0%,United States,Chicago,
E03354,Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,48,08-08-2007,"$1,94,723 ",25%,United States,Phoenix,
E01225,Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,10-08-2012,"$1,09,850 ",7%,China,Beijing,04-02-2020
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,19-04-2014,"$45,295 ",0%,Brazil,Sao Paulo,
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,23-08-2010,"$61,310 ",0%,United States,Phoenix,
E02848,Lincoln Huynh,System Administrator ,IT,Research & Development,Male,Asian,55,09-11-2016,"$87,851 ",0%,China,Chongqing,
E00480,Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,Asian,31,12-03-2018,"$47,913 ",0%,United States,Seattle,
E00203,Julia Doan,Business Partner,Human Resources,Speciality Products,Female,Asian,53,07-09-2017,"$46,727 ",0%,United States,Columbus,31-05-2018
E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,16-04-2021,"$1,33,400 ",11%,United States,Phoenix,
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,39,22-04-2020,"$90,535 ",0%,United States,Miami,
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,11-07-2006,"$93,343 ",0%,China,Chongqing,
E00647,Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,Asian,44,23-02-2006,"$63,705 ",0%,United States,Miami,
E02522,Silas Rivera,Vice President,Sales,Corporate,Male,Latino,48,28-02-2000,"$2,58,081 ",30%,United States,Chicago,
E00459,Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,Black,48,21-09-2020,"$54,654 ",0%,United States,Phoenix,
E03007,Isaac Joseph,Analyst,Sales,Manufacturing,Male,Caucasian,54,24-09-1998,"$58,006 ",0%,United States,Seattle,
E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,42,18-03-2011,"$1,50,034 ",12%,China,Beijing,
E00952,Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,38,30-05-2007,"$1,98,562 ",22%,United States,Seattle,
E03863,Madeline Watson,Account Representative,Sales,Research & Development,Female,Black,40,27-05-2009,"$62,411 ",0%,United States,Miami,14-08-2021
E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,57,09-01-1992,"$1,11,299 ",12%,United States,Miami,
E01895,Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,43,13-07-2019,"$41,545 ",0%,United States,Miami,
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,14-04-2019,"$74,467 ",0%,United States,Columbus,15-01-2021
E02938,Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,44,09-02-2002,"$1,17,545 ",6%,United States,Phoenix,
E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,15-03-2012,"$1,17,226 ",8%,United States,Phoenix,
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,24-01-2019,"$55,767 ",0%,United States,Phoenix,
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,29,17-11-2016,"$60,930 ",0%,United States,Austin,
E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,24-10-2018,"$1,54,973 ",29%,Brazil,Sao Paulo,
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,21-10-2017,"$69,332 ",0%,United States,Columbus,
E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,59,09-04-2001,"$1,19,699 ",0%,China,Shanghai,
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,20-09-2020,"$1,98,176 ",17%,Brazil,Manaus,
E00577,Nora Nunez,Analyst II,Finance,Research & Development,Female,Latino,45,06-08-2012,"$58,586 ",0%,Brazil,Sao Paulo,
E00538,Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,Asian,38,28-11-2011,"$74,010 ",0%,United States,Chicago,
E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,03-02-2020,"$96,598 ",0%,United States,Phoenix,
E00717,Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,64,21-05-2003,"$1,06,444 ",5%,United States,Phoenix,
E00225,Angel Delgado,Director,Finance,Corporate,Male,Latino,31,10-08-2017,"$1,56,931 ",28%,United States,Seattle,
E02889,Mia Herrera,Director,Marketing,Research & Development,Female,Latino,43,16-10-2014,"$1,71,360 ",23%,Brazil,Manaus,
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,05-04-2009,"$64,505 ",0%,United States,Miami,
E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,09-10-2021,"$1,02,298 ",13%,Brazil,Rio de Janerio,
E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,27,13-09-2019,"$1,33,297 ",13%,Brazil,Rio de Janerio,
E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,17-03-2021,"$1,55,080 ",10%,United States,Austin,
E04335,Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,13-08-2018,"$81,828 ",0%,United States,Miami,
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,24-10-2000,"$1,49,417 ",13%,China,Chengdu,
E03102,Cooper Valdez,Manager,Sales,Corporate,Male,Latino,50,25-04-2012,"$1,13,269 ",9%,Brazil,Sao Paulo,
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,16-12-2017,"$1,36,716 ",12%,United States,Austin,
E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,54,20-10-2011,"$1,22,644 ",12%,United States,Austin,
E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,07-05-2000,"$1,06,428 ",7%,United States,Chicago,
E03106,Xavier Davis,Vice President,Finance,Corporate,Male,Caucasian,36,17-01-2009,"$2,38,236 ",31%,United States,Seattle,
E01350,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,21-12-2012,"$1,53,253 ",24%,United States,Austin,
E02900,Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,34,03-10-2014,"$1,03,707 ",9%,United States,Columbus,
E02202,Emilia Bailey,Vice President,Accounting,Speciality Products,Female,Caucasian,41,09-08-2012,"$2,45,360 ",37%,United States,Austin,
E02696,Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,Asian,25,08-07-2021,"$67,275 ",0%,United States,Columbus,
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,22-01-2015,"$1,01,288 ",10%,United States,Phoenix,
E04562,Kinsley Martinez,Director,Human Resources,Speciality Products,Female,Latino,52,28-08-1993,"$1,77,443 ",25%,Brazil,Sao Paulo,
E00640,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,27-04-2016,"$91,400 ",0%,United States,Chicago,
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,44,10-09-2007,"$1,81,247 ",33%,Brazil,Sao Paulo,
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,20-10-2003,"$1,35,558 ",14%,United States,Phoenix,
E00646,Charles Moore,Analyst,Accounting,Speciality Products,Male,Caucasian,49,17-12-2011,"$56,878 ",0%,United States,Seattle,
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,34,20-09-2019,"$94,735 ",0%,China,Beijing,
E03580,Maverick Medina,Analyst II,Sales,Manufacturing,Male,Latino,39,27-05-2007,"$51,234 ",0%,United States,Seattle,
E00446,Isaac Han,Vice President,Human Resources,Speciality Products,Male,Asian,31,14-01-2015,"$2,30,025 ",34%,United States,Phoenix,
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,11-03-2010,"$1,34,006 ",13%,China,Beijing,
E03718,Zoe Zhou,Manager,Finance,Corporate,Female,Asian,61,06-10-2009,"$1,03,096 ",7%,China,Beijing,
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,29,20-08-2016,"$58,703 ",0%,United States,Columbus,
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,24-12-2012,"$1,32,544 ",10%,Brazil,Rio de Janerio,
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,15-04-2020,"$1,26,671 ",9%,United States,Miami,
E03000,Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,33,22-01-2021,"$56,405 ",0%,United States,Chicago,
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,29-11-2014,"$88,730 ",8%,China,Chongqing,
E02684,Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,Latino,39,17-09-2008,"$62,861 ",0%,United States,Seattle,
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,21-07-2006,"$1,51,246 ",21%,Brazil,Sao Paulo,
E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,12-04-1997,"$1,54,388 ",10%,United States,Seattle,
E00758,Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,54,26-09-1994,"$1,62,978 ",17%,United States,Miami,24-05-2004
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,55,17-11-1993,"$80,170 ",0%,United States,Miami,
E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,28-04-2021,"$98,520 ",0%,United States,Miami,
E04415,Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,52,29-12-1999,"$1,16,527 ",7%,United States,Phoenix,
E03278,Nicholas Wong,Director,Sales,Research & Development,Male,Asian,27,07-11-2019,"$1,74,607 ",29%,United States,Columbus,
E00282,Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,Latino,58,12-04-2006,"$64,202 ",0%,United States,Columbus,
E03305,Cooper Jiang,Analyst II,Accounting,Corporate,Male,Asian,49,25-07-2019,"$50,883 ",0%,China,Chongqing,02-03-2021
E00559,Penelope Silva,Network Architect,IT,Speciality Products,Female,Latino,36,03-11-2016,"$94,618 ",0%,United States,Columbus,
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,15-10-2019,"$1,51,556 ",20%,United States,Miami,
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,37,08-03-2020,"$80,659 ",0%,United States,Phoenix,
E03858,John Cho,Director,Human Resources,Speciality Products,Male,Asian,47,03-11-2019,"$1,95,385 ",21%,China,Chengdu,
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,19-05-2016,"$52,693 ",0%,Brazil,Rio de Janerio,
E00126,Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,58,26-04-2016,"$72,045 ",0%,United States,Phoenix,
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,28-11-2005,"$62,749 ",0%,Brazil,Manaus,
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,04-06-2018,"$1,54,884 ",10%,China,Shanghai,
E00481,Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,61,08-03-2016,"$96,566 ",0%,United States,Columbus,
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,45,23-08-2001,"$54,994 ",0%,United States,Columbus,
E03902,Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,40,05-02-2012,"$61,523 ",0%,United States,Columbus,
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,45,12-12-2010,"$1,90,512 ",32%,United States,Columbus,
E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,13-02-2013,"$1,24,827 ",0%,China,Beijing,
E00836,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,19-01-2019,"$1,01,577 ",5%,United States,Chicago,
E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,44,17-10-2005,"$1,05,223 ",10%,United States,Phoenix,
E00287,Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,Latino,48,06-07-2008,"$94,815 ",0%,United States,Chicago,
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,15-12-2021,"$1,14,893 ",6%,China,Chengdu,
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,10-01-2017,"$80,622 ",0%,United States,Austin,
E03247,Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,57,11-11-2016,"$2,46,589 ",33%,United States,Phoenix,26-03-2017
E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,20-05-2018,"$1,19,397 ",9%,China,Beijing,14-03-2019
E02191,Maria Sun,Director,Sales,Corporate,Female,Asian,25,19-12-2021,"$1,50,666 ",23%,China,Chengdu,
E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,09-01-2002,"$1,48,035 ",14%,United States,Phoenix,
E03349,Dylan Chin,Director,Finance,Corporate,Male,Asian,60,05-06-2017,"$1,58,898 ",18%,United States,Miami,
E04032,Emery Zhang,Field Engineer,Engineering,Corporate,Female,Asian,45,28-02-2012,"$89,659 ",0%,China,Beijing,
E00005,Riley Washington,Director,Sales,Speciality Products,Female,Caucasian,39,29-04-2007,"$1,71,487 ",23%,United States,Phoenix,
E04354,Raelynn Rios,Vice President,Sales,Manufacturing,Female,Latino,43,21-08-2016,"$2,58,498 ",35%,United States,Columbus,
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,37,29-11-2010,"$1,46,961 ",11%,United States,Columbus,
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,22-04-1998,"$85,369 ",0%,Brazil,Manaus,27-11-2004
E03058,Robert Wright,Technical Architect,IT,Manufacturing,Male,Caucasian,30,14-06-2015,"$67,489 ",0%,United States,Chicago,
E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,06-10-2018,"$1,66,259 ",17%,United States,Chicago,
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,07-01-2009,"$47,032 ",0%,United States,Columbus,
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,18-09-2016,"$98,427 ",0%,United States,Columbus,
E01909,Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,44,31-05-2010,"$47,387 ",0%,China,Chengdu,08-01-2018
E04398,Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,31,10-06-2019,"$1,76,710 ",15%,United States,Miami,
E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,28-01-2012,"$95,960 ",0%,China,Chengdu,
E03545,Sofia Cheng,Vice President,Accounting,Corporate,Female,Asian,63,26-07-2020,"$2,16,195 ",31%,United States,Miami,
